Matrícula,Nome do Aluno,E-mail,(1º Período) Ativ. Integradoras I,(1º Período) Bases Morfofuncionais,(1º Período) Bioquímica Mol. e Metab. I,(1º Período) Fund. Pesquisa Medicina I,(1º Período) Saúde e Sociedade I,(1º Período) Sociologia e Antropologia I,(2º Período) Ativ. Integradoras II,(2º Período) Biologia Molecular,(2º Período) Bioquímica Mol. e Metab. II,(2º Período) Habilidades Médicas I,(2º Período) Saúde e Sociedade II,(2º Período) Sist. Int. - Nervoso/Endócrino,(2º Período) Sist. Int. - Digestório/Reprodutor,(3º Período) Ativ. Integradoras III,(3º Período) Interação Agente Hosp. I,(3º Período) Imunologia Básica,(3º Período) Farmacologia I,(3º Período) Fund. Pesquisa Medicina II,(3º Período) Habilidades Médicas II,(3º Período) Saúde e Sociedade III,(3º Período) Sist. Int. - Cardiocirc.,(3º Período) Sist. Int. - Resp./Urinário,(3º Período) Sociologia e Antropologia II,(4º Período) Imunologia Clínica,(4º Período) Interação Agente Hosp. II,(4º Período) Farmacologia II,(4º Período) Fisiopatologia,(4º Período) Habilidades Médicas III,(4º Período) Patologia Geral,(4º Período) Saúde Mental I,(4º Período) Semiologia I,(5º Período) Medicina Legal,(5º Período) Patologia Especial,(5º Período) Saúde Mental II,(5º Período) Semiologia II,(5º Período) Semiologia Criança/Adol.,(6º Período) Dermatologia,(6º Período) Doenças Infec. e Parasitárias,(6º Período) Epidemiologia Clínica,(6º Período) Raciocínio Clínico,(6º Período) Otorrinolaringologia,(6º Período) Semiologia Ginec./Obst.,(7º Período) Clínica Criança/Adol.,(7º Período) Clínica Ginec./Obst.,(7º Período) Clínica Médica I,(7º Período) Ortopedia,(7º Período) Oftalmologia,(8º Período) Clínica Cirúrgica,(8º Período) Clínica Médica II,(8º Período) Saúde Mental III,(8º Período) Urgência e Emergência,(9º Período) Internato Clínica Médica,(9º Período) Internato Pediatria,(10º Período) Internato Cirurgia,(10º Período) Internato Ginecologia/Obstetrícia,(11º Período) Internato Saúde Mental,(11º Período) Internato Urgência e Emergência,(12º Período) Internato Saúde da Família,(12º Período) Internato Eletivo
20230811,Tiago Rodrigues Lima,tiago.rodrigues.lima@medicina.ficticio.edu,7.3,10.0,7.8,5.8,7.6,5.3,6.1,7.2,8.3,9.9,7.6,8.9,9.5,8.5,9.7,9.8,7.4,5.7,5.8,5.0,9.8,6.5,5.8,5.3,5.2,7.5,6.7,5.9,5.9,8.5,8.7,5.3,9.4,7.6,5.7,8.9,6.8,5.4,5.4,8.0,8.5,6.3,9.3,6.7,9.9,5.4,5.1,5.9,9.8,9.4,7.9,6.8,5.3,,,,,,
20230812,Zeca Carvalho Lima,zeca.carvalho.lima@medicina.ficticio.edu,5.6,7.4,9.3,7.5,8.3,5.6,8.9,8.7,5.7,5.7,6.5,7.9,8.7,7.8,8.2,6.4,5.8,6.7,8.9,7.3,9.5,5.3,9.4,7.9,5.2,7.9,5.7,9.4,7.4,7.0,7.0,9.9,5.6,6.0,5.2,9.9,5.2,8.5,7.5,6.7,7.9,8.5,8.9,8.5,5.9,7.8,5.2,5.3,6.1,5.8,8.5,5.3,9.7,,,,,,
20230813,Vitor Silva Lima,vitor.silva.lima@medicina.ficticio.edu,7.0,6.3,7.8,8.6,8.8,7.7,7.9,9.2,5.9,6.6,5.2,9.0,9.3,5.8,9.6,6.1,5.8,9.2,8.8,5.7,9.9,7.2,9.2,7.1,5.9,5.9,7.7,9.0,8.0,7.5,7.1,8.9,6.9,7.4,9.9,9.2,7.7,8.9,8.3,7.5,5.6,7.4,8.0,5.7,8.8,5.1,7.3,5.7,5.8,9.8,6.4,6.3,7.4,,,,,,
20230814,Gabriel Ribeiro Ribeiro,gabriel.ribeiro.ribeiro@medicina.ficticio.edu,9.7,8.5,7.2,7.5,9.7,6.4,5.6,5.8,7.3,5.2,6.2,7.1,7.0,5.4,5.5,9.3,7.5,6.9,6.8,6.7,9.6,9.9,7.1,9.3,9.9,8.1,5.8,7.9,9.9,7.6,6.3,9.5,6.4,10.0,7.8,5.5,7.3,5.6,6.4,8.5,9.6,8.8,7.3,9.7,6.2,8.2,8.8,5.5,6.7,8.0,6.9,8.1,6.5,,,,,,
20230815,Daniela Ribeiro Lima,daniela.ribeiro.lima@medicina.ficticio.edu,7.1,6.4,6.1,7.6,7.5,7.3,7.7,8.8,5.8,8.1,5.5,8.2,6.6,7.1,8.3,8.8,8.0,6.5,8.3,9.9,9.3,9.3,7.1,7.1,7.2,7.3,9.1,9.0,6.6,9.8,7.2,6.5,6.5,7.1,8.6,9.3,9.5,5.3,6.1,7.1,7.2,8.4,9.9,8.8,9.5,9.2,9.2,9.8,8.9,9.6,7.4,9.1,9.2,,,,,,
20230816,Ursula Ribeiro Silva,ursula.ribeiro.silva@medicina.ficticio.edu,8.5,7.3,5.6,5.6,9.3,8.9,9.4,8.5,8.1,6.7,9.7,7.5,5.5,7.3,6.4,9.2,7.6,7.9,8.6,6.8,8.1,5.7,5.7,9.9,5.3,6.3,9.6,7.1,6.2,6.0,8.4,8.9,5.3,7.0,8.1,8.7,8.5,5.1,8.5,7.7,8.0,8.7,7.4,8.1,9.4,7.2,8.2,7.4,6.9,6.6,9.1,7.2,9.0,,,,,,
20230817,Quintino Carvalho Almeida,quintino.carvalho.almeida@medicina.ficticio.edu,8.0,7.5,9.1,9.8,9.2,9.5,7.8,5.5,8.6,5.0,6.2,9.5,7.3,8.7,8.8,5.3,9.1,5.8,9.6,9.2,8.5,8.5,9.1,8.9,6.4,7.3,6.3,8.6,6.2,7.0,6.1,9.3,8.5,9.4,6.4,8.6,9.0,6.9,9.7,9.6,9.4,8.4,5.8,7.5,6.7,9.4,5.4,6.6,5.8,6.5,6.2,8.8,5.9,,,,,,
20230818,Bruno Santos Carvalho,bruno.santos.carvalho@medicina.ficticio.edu,8.2,6.0,7.6,9.2,5.3,5.3,6.2,7.8,8.3,7.6,10.0,6.6,7.2,8.4,8.9,5.8,7.5,7.0,6.4,6.0,6.3,5.5,5.4,8.5,6.1,7.7,9.7,7.2,9.5,6.1,8.2,8.6,5.0,5.1,6.7,5.2,8.4,8.1,8.9,5.6,7.3,6.1,8.5,6.9,6.2,7.1,7.3,8.9,5.7,7.7,8.4,6.6,5.0,,,,,,
20230819,Olivia Ferreira Costa,olivia.ferreira.costa@medicina.ficticio.edu,7.6,8.7,7.4,9.0,7.9,9.8,9.5,5.0,7.3,8.9,8.8,6.7,9.8,5.3,7.6,7.1,5.6,6.4,5.4,5.1,7.3,7.4,9.9,5.6,7.1,8.3,7.3,10.0,7.9,5.2,8.3,7.8,6.4,5.5,7.5,10.0,9.7,7.1,8.7,5.6,8.9,8.2,6.9,7.8,7.5,6.6,8.3,7.3,5.5,5.9,6.0,8.3,7.7,,,,,,
20230820,Bruno Gomes Silva,bruno.gomes.silva@medicina.ficticio.edu,8.1,8.9,7.2,7.9,5.8,9.4,9.1,5.3,9.9,6.3,9.9,6.3,5.3,6.2,6.5,8.5,9.8,9.3,9.8,5.5,8.0,6.6,6.5,9.0,9.1,5.4,7.6,9.5,6.7,9.4,10.0,5.8,7.3,6.1,6.0,8.1,6.7,7.8,6.3,5.8,9.0,8.9,9.9,8.7,9.6,8.7,7.1,7.2,5.5,9.4,9.4,8.5,5.9,,,,,,
20230821,Ana Martins Ferreira,ana.martins.ferreira@medicina.ficticio.edu,5.9,8.4,8.9,9.2,5.8,5.5,9.0,9.3,6.9,8.3,5.9,6.8,8.0,6.2,7.0,7.9,9.6,7.8,7.2,8.7,9.8,5.2,6.9,6.0,7.1,6.6,7.9,7.7,9.3,9.4,8.9,9.2,6.5,8.1,9.6,8.4,7.0,7.5,6.9,6.7,6.2,5.1,5.8,6.2,5.2,8.8,5.7,9.1,6.7,7.6,5.9,8.2,6.7,,,,,,
20230822,Olivia Almeida Silva,olivia.almeida.silva@medicina.ficticio.edu,8.7,5.2,9.0,6.9,7.6,7.8,7.0,6.5,9.9,6.8,6.7,9.8,8.7,5.3,6.9,9.1,9.9,8.1,7.9,6.4,5.2,9.1,9.2,8.7,5.5,9.7,8.1,5.6,8.8,5.3,8.2,7.1,7.6,7.1,5.9,8.4,5.4,5.2,5.6,9.6,9.9,6.2,8.7,8.4,8.1,6.9,7.8,7.3,9.2,7.0,9.7,8.6,9.6,,,,,,
20230823,Sofia Lima Lima,sofia.lima.lima@medicina.ficticio.edu,7.2,8.0,8.5,5.9,8.5,7.5,7.6,7.5,7.1,7.7,8.9,6.4,8.5,6.9,7.3,8.1,9.2,8.1,6.4,7.3,8.6,5.6,9.1,5.6,5.7,6.2,7.7,6.9,8.7,7.2,9.4,9.9,8.0,6.1,6.4,5.3,7.2,8.3,8.8,9.1,9.0,8.6,5.1,9.6,8.0,7.7,6.5,9.6,5.4,6.6,9.7,9.3,9.2,,,,,,
20230824,Ursula Oliveira Lima,ursula.oliveira.lima@medicina.ficticio.edu,5.5,8.9,8.7,7.7,9.7,7.6,7.2,5.8,5.3,9.7,9.6,8.4,7.0,7.5,7.2,6.5,5.0,9.1,7.1,6.1,7.7,6.8,5.4,10.0,5.2,5.3,8.7,8.9,7.1,6.5,9.3,7.6,5.3,6.8,5.4,8.0,9.6,9.5,5.1,7.8,8.1,7.8,8.2,8.9,9.2,5.1,5.1,6.6,9.2,6.7,9.4,8.9,5.3,,,,,,
20230825,Lucas Alves Gomes,lucas.alves.gomes@medicina.ficticio.edu,6.2,9.8,6.3,8.2,8.8,5.2,6.9,6.6,7.9,5.4,5.8,8.5,7.8,9.1,9.0,6.1,7.8,7.3,9.4,7.7,6.9,5.4,8.8,7.3,9.2,6.2,5.5,7.9,5.5,8.2,9.4,9.9,8.3,7.7,9.5,6.0,5.3,6.1,9.8,7.8,6.0,7.7,7.2,8.3,5.1,9.9,5.7,6.4,6.1,6.4,9.4,6.8,8.7,,,,,,
20230826,Daniela Pereira Costa,daniela.pereira.costa@medicina.ficticio.edu,7.9,7.9,6.7,7.6,8.7,6.6,9.9,7.0,6.3,8.7,9.7,9.2,8.1,8.4,7.3,5.4,9.4,6.3,9.0,9.0,5.8,8.6,9.9,9.8,5.4,7.3,7.5,9.1,7.7,5.2,5.7,9.0,8.3,8.6,7.6,6.9,8.7,8.1,7.0,7.2,9.6,9.4,8.2,7.9,5.4,6.9,8.9,6.1,8.3,8.9,9.4,7.3,7.8,,,,,,
20230827,Bruno Ferreira Ribeiro,bruno.ferreira.ribeiro@medicina.ficticio.edu,6.4,7.1,6.0,6.5,6.1,8.3,9.7,6.8,6.7,6.9,5.6,6.2,7.7,8.7,7.9,8.6,6.8,8.1,9.6,5.3,6.4,9.2,8.1,6.1,8.2,6.7,8.2,8.3,5.3,8.6,7.6,9.4,5.7,9.5,6.4,6.5,5.5,9.7,8.6,5.3,7.7,9.2,5.7,7.5,6.9,6.4,8.6,9.7,6.6,9.0,9.4,9.3,9.0,,,,,,
20230828,Bruno Souza Gomes,bruno.souza.gomes@medicina.ficticio.edu,7.3,7.2,9.7,8.5,6.1,7.4,9.3,5.4,6.4,7.4,6.9,9.9,9.3,6.2,8.5,9.4,7.6,9.6,9.3,6.4,8.1,6.4,7.9,8.0,7.1,7.0,5.2,7.2,9.3,6.0,7.0,6.4,8.2,6.5,8.2,6.3,6.0,7.1,5.5,9.6,5.5,6.1,7.6,8.7,9.6,7.0,6.9,7.3,6.4,5.9,7.1,7.2,5.4,,,,,,
20230829,Eduardo Almeida Ribeiro,eduardo.almeida.ribeiro@medicina.ficticio.edu,9.2,8.2,6.4,6.8,5.4,8.7,8.2,9.2,8.7,6.6,8.8,6.0,5.0,8.3,7.3,7.7,8.9,7.4,5.0,6.3,5.6,6.1,5.0,8.1,8.0,8.5,9.1,5.1,6.7,5.8,8.3,9.6,7.2,5.2,9.3,6.0,8.4,8.8,8.1,7.5,5.6,9.9,9.2,5.4,6.4,6.6,6.1,7.1,10.0,7.3,8.6,6.7,9.4,,,,,,
20230830,Vitor Oliveira Oliveira,vitor.oliveira.oliveira@medicina.ficticio.edu,6.2,5.3,9.7,9.2,5.3,7.5,5.6,6.7,5.6,8.4,6.0,6.2,6.6,7.2,6.2,8.5,6.6,9.1,9.4,9.7,8.0,7.6,6.3,8.3,7.0,6.7,6.3,7.2,8.9,6.9,6.9,9.2,6.2,5.9,6.5,8.3,9.1,8.0,7.6,8.0,9.3,9.5,9.0,6.8,6.1,7.5,6.3,8.6,5.3,7.4,5.0,6.3,7.9,,,,,,
20230831,Daniela Almeida Carvalho,daniela.almeida.carvalho@medicina.ficticio.edu,9.4,8.4,7.7,5.7,9.9,6.8,6.4,7.3,5.1,8.7,5.5,9.3,5.3,5.3,9.6,5.5,7.6,9.9,9.7,5.2,5.2,9.6,7.4,6.5,5.8,5.2,7.1,6.3,9.6,6.2,7.3,7.1,7.4,5.2,8.9,6.5,8.3,5.7,8.4,6.8,6.7,8.3,9.0,9.1,5.8,9.0,8.8,9.3,5.6,5.8,9.9,9.9,9.3,,,,,,
20230832,Zeca Lima Martins,zeca.lima.martins@medicina.ficticio.edu,9.5,5.2,6.4,5.2,8.5,7.9,9.9,5.3,6.2,8.5,5.1,7.6,5.8,5.6,6.2,9.4,5.4,5.5,7.2,5.4,8.9,5.2,5.6,6.0,6.4,9.6,5.8,8.4,6.8,5.0,8.1,5.8,6.7,8.2,9.8,5.9,9.6,8.2,7.5,9.6,8.3,5.7,5.3,5.3,7.0,8.5,5.2,8.9,5.6,5.7,7.3,8.3,6.9,,,,,,
20230833,Pedro Rodrigues Ribeiro,pedro.rodrigues.ribeiro@medicina.ficticio.edu,5.6,8.9,8.0,6.7,8.0,6.6,9.2,7.3,5.0,7.9,5.5,7.3,6.6,7.5,6.5,9.2,8.9,9.6,7.5,8.2,5.8,9.2,7.5,9.0,5.1,6.4,6.1,8.6,7.0,8.6,9.5,5.4,7.3,6.4,8.6,8.3,7.3,5.9,8.8,7.9,9.6,8.1,7.1,9.1,7.4,8.4,7.5,9.0,5.0,6.7,5.4,5.2,6.1,,,,,,
20230834,Ana Carvalho Pereira,ana.carvalho.pereira@medicina.ficticio.edu,7.7,5.3,8.1,6.8,5.4,6.7,8.8,6.8,8.8,7.2,8.5,7.8,7.8,6.5,6.9,8.2,8.3,6.4,8.2,5.2,9.3,9.2,6.0,9.0,6.7,7.8,6.8,5.3,7.9,9.8,9.8,5.0,5.9,7.7,5.7,5.2,6.7,9.0,9.2,5.0,9.9,5.4,7.6,5.7,6.7,6.0,5.0,7.1,7.5,7.7,6.3,9.3,7.9,,,,,,
20230835,Tiago Souza Pereira,tiago.souza.pereira@medicina.ficticio.edu,8.1,9.5,9.1,9.4,8.4,5.7,6.2,8.0,7.4,8.9,8.7,8.9,9.1,6.1,8.3,7.7,6.3,6.4,6.3,9.2,7.4,5.6,8.1,7.9,9.4,7.1,5.1,6.3,5.6,5.4,9.7,6.5,7.2,6.5,9.2,9.0,5.7,8.9,6.3,6.9,8.4,7.3,9.6,6.4,5.7,8.8,6.1,7.2,5.4,7.5,7.8,7.1,5.8,,,,,,
20230836,Bruno Almeida Oliveira,bruno.almeida.oliveira@medicina.ficticio.edu,5.9,5.7,7.8,6.7,9.7,7.5,7.6,5.8,5.6,8.9,6.2,9.3,6.8,6.1,8.1,7.8,7.9,9.1,9.7,6.1,9.3,7.9,5.8,6.2,7.4,8.1,7.8,7.5,7.2,8.6,6.9,8.7,8.8,8.1,9.6,7.6,7.2,6.5,9.4,5.5,9.5,7.2,7.2,6.3,9.0,7.9,5.4,5.3,9.9,6.2,5.2,8.3,7.3,,,,,,
20230837,Tiago Ferreira Costa,tiago.ferreira.costa@medicina.ficticio.edu,9.0,5.7,8.2,8.0,7.6,7.3,9.1,7.6,6.0,8.4,9.8,7.6,9.1,8.4,7.7,9.3,7.6,7.6,8.9,6.6,9.5,7.2,5.2,5.7,5.4,5.0,6.3,7.2,8.7,9.3,7.4,6.1,7.6,7.6,6.8,7.2,5.1,8.0,6.4,7.4,6.4,9.4,9.5,6.0,6.8,8.2,8.8,5.5,10.0,9.2,7.7,9.1,7.8,,,,,,
20230838,Zeca Ribeiro Ribeiro,zeca.ribeiro.ribeiro@medicina.ficticio.edu,7.2,5.2,5.3,7.7,9.6,5.3,6.4,9.3,6.0,7.8,8.0,5.8,8.3,6.3,8.7,7.5,8.9,7.9,8.2,6.8,7.5,8.0,7.2,6.1,5.9,7.6,10.0,9.2,6.6,7.4,7.9,9.7,9.0,9.1,7.6,5.4,7.9,7.6,8.9,9.1,6.3,9.3,6.3,9.6,8.5,7.3,6.8,5.9,7.3,8.6,8.3,6.5,7.4,,,,,,
20230839,Sofia Martins Souza,sofia.martins.souza@medicina.ficticio.edu,8.5,5.1,5.9,6.3,8.3,9.8,6.1,5.4,6.9,9.6,9.7,8.4,8.1,8.3,8.3,6.7,7.0,5.6,7.0,6.7,8.4,8.8,6.1,9.4,7.3,7.3,6.0,5.9,9.1,5.6,8.1,7.4,5.2,7.8,8.6,8.1,5.6,5.4,8.2,8.0,9.5,7.8,9.6,9.0,5.8,6.0,9.8,9.5,8.3,8.9,8.0,7.1,7.5,,,,,,
20230840,Mariana Souza Pereira,mariana.souza.pereira@medicina.ficticio.edu,9.4,6.6,8.3,6.0,9.1,9.9,6.7,9.4,5.2,5.8,6.0,7.9,9.8,9.5,9.3,8.0,9.8,7.0,5.6,9.9,10.0,6.7,9.2,7.0,9.7,9.2,7.9,5.9,8.9,9.8,7.9,9.6,8.4,8.5,9.8,7.6,5.6,5.4,6.2,7.1,9.2,6.6,6.7,9.7,9.1,7.9,9.9,5.7,6.7,8.5,9.6,6.3,5.1,,,,,,
20230841,Eduardo Santos Ferreira,eduardo.santos.ferreira@medicina.ficticio.edu,9.6,5.8,6.5,7.7,6.3,8.1,5.3,10.0,8.1,6.9,9.1,5.9,9.9,7.3,5.5,8.5,7.2,9.2,9.2,5.6,7.7,7.9,7.8,5.4,6.0,6.2,7.0,9.5,8.5,8.7,8.5,5.1,6.2,5.8,9.8,8.9,8.5,9.3,6.9,9.7,5.8,7.7,8.8,5.4,9.1,7.5,6.0,5.6,9.2,9.3,9.7,8.1,9.4,,,,,,
20230842,Tiago Lima Silva,tiago.lima.silva@medicina.ficticio.edu,5.1,6.6,5.1,9.5,7.2,8.5,7.1,5.6,6.6,8.6,7.1,5.8,9.5,5.6,9.2,6.1,8.2,6.4,9.1,5.3,6.0,6.0,9.7,9.8,9.1,10.0,9.0,6.3,7.1,6.4,9.8,5.8,6.0,5.3,6.6,9.9,9.2,6.3,9.0,7.0,8.3,5.9,9.6,9.2,6.3,7.3,7.5,5.7,7.3,7.0,8.4,8.6,5.1,,,,,,
20230843,Ana Costa Lima,ana.costa.lima@medicina.ficticio.edu,9.2,8.1,9.4,9.8,5.1,9.7,8.4,5.4,5.6,5.0,9.1,7.5,8.6,6.0,7.6,7.3,5.2,9.5,10.0,8.1,8.9,8.8,5.1,5.6,5.5,6.5,8.0,9.5,8.5,6.9,6.4,8.0,7.9,6.1,9.9,9.0,6.7,9.7,9.0,7.0,7.9,5.9,5.9,5.7,9.5,7.1,8.3,8.9,6.8,8.2,8.0,7.6,5.4,,,,,,
20230844,Rafael Alves Carvalho,rafael.alves.carvalho@medicina.ficticio.edu,8.2,7.6,8.3,7.6,8.4,5.0,7.2,6.5,9.4,10.0,5.6,8.4,9.3,6.1,7.3,9.4,6.8,7.7,8.8,5.6,5.8,6.6,7.6,9.3,7.7,9.8,9.1,5.4,5.2,7.5,5.5,8.4,7.8,8.6,6.7,9.1,6.8,8.7,6.0,8.3,8.6,6.4,6.7,6.9,9.0,5.5,5.5,10.0,6.1,9.7,5.5,5.1,7.1,,,,,,
20230845,Helena Silva Rodrigues,helena.silva.rodrigues@medicina.ficticio.edu,9.6,8.3,6.5,5.9,5.0,6.3,7.0,8.4,5.9,5.7,5.1,6.8,8.9,7.8,7.5,7.0,5.9,7.8,5.6,6.9,7.9,9.7,9.0,7.7,8.7,8.7,6.4,7.3,7.4,5.6,6.1,9.6,7.4,7.1,8.0,7.8,5.6,6.4,9.5,7.4,6.4,7.1,7.3,6.0,9.2,7.9,5.4,7.7,6.6,9.2,7.4,5.3,5.5,,,,,,
20230846,Ana Martins Carvalho,ana.martins.carvalho@medicina.ficticio.edu,9.7,6.2,7.4,7.0,8.5,6.6,7.0,5.6,6.3,6.7,8.2,9.3,7.2,8.7,6.7,7.3,5.7,6.1,9.8,9.6,8.2,7.2,9.0,9.2,7.1,7.0,9.3,5.1,5.3,9.6,6.2,10.0,6.9,8.7,5.9,7.8,8.1,7.9,9.9,7.5,6.3,9.8,6.9,9.2,6.6,7.4,7.2,6.5,7.7,9.1,5.2,5.2,9.3,,,,,,
20230847,Gabriel Lima Alves,gabriel.lima.alves@medicina.ficticio.edu,6.1,7.4,8.8,7.6,6.4,8.9,8.3,5.2,8.4,6.3,9.9,9.5,7.8,7.2,9.8,7.5,7.5,6.7,7.7,7.1,6.7,8.9,9.3,8.9,6.6,5.5,7.9,7.3,8.8,8.2,8.2,10.0,9.5,9.8,9.9,5.1,5.1,10.0,7.3,9.1,9.8,8.3,7.4,7.4,6.6,6.4,5.7,8.6,9.2,8.8,9.0,7.4,9.0,,,,,,
20230848,Rafael Ribeiro Rodrigues,rafael.ribeiro.rodrigues@medicina.ficticio.edu,6.6,5.7,5.4,5.1,7.9,6.1,5.1,9.4,9.5,5.8,6.2,5.4,8.7,6.1,6.2,6.9,7.4,5.2,6.8,9.1,7.1,7.6,7.9,8.4,8.5,7.2,5.8,8.2,6.5,8.2,7.2,9.4,8.5,6.3,8.8,8.5,9.8,5.5,7.0,6.4,5.5,7.2,7.3,7.1,6.4,6.7,5.7,9.7,9.3,7.3,7.2,9.1,8.7,,,,,,
20230849,Olivia Martins Silva,olivia.martins.silva@medicina.ficticio.edu,7.9,9.0,5.3,7.8,5.6,9.6,9.7,6.2,7.0,6.3,9.6,5.0,5.8,8.8,6.9,8.1,5.5,5.5,9.0,7.3,5.6,5.3,5.6,8.0,5.3,5.2,6.9,7.8,9.6,8.1,5.5,8.9,9.8,8.9,5.9,6.7,7.0,8.5,9.7,8.0,8.4,9.2,9.9,5.2,8.4,8.7,6.2,7.5,6.6,7.3,7.0,6.9,5.5,,,,,,
20230850,Ana Ribeiro Gomes,ana.ribeiro.gomes@medicina.ficticio.edu,8.4,7.6,8.8,8.5,7.9,8.3,6.0,5.4,7.6,8.2,7.6,9.1,6.7,7.3,5.8,5.9,7.5,8.4,9.6,7.3,5.3,5.6,7.9,9.3,8.9,8.9,9.3,9.9,7.1,8.2,7.4,9.7,9.6,7.7,5.9,7.1,6.8,7.1,8.3,9.8,7.4,9.3,6.3,7.0,5.2,5.9,5.9,9.7,9.1,7.7,6.4,5.5,7.6,,,,,,
20230851,Rafael Oliveira Souza,rafael.oliveira.souza@medicina.ficticio.edu,6.3,8.7,7.1,7.2,9.1,5.5,9.9,6.1,7.0,5.5,7.6,5.7,6.6,5.8,6.0,5.6,9.9,7.2,7.9,9.9,8.8,9.2,6.5,8.8,7.9,8.1,5.9,8.6,6.3,9.8,9.1,8.5,6.1,7.4,8.7,6.3,5.1,7.1,6.9,6.4,9.0,8.0,9.1,5.6,6.1,7.6,5.7,5.1,8.2,8.3,6.1,9.3,8.7,,,,,,
20230852,Yasmin Gomes Silva,yasmin.gomes.silva@medicina.ficticio.edu,6.5,9.0,5.4,8.8,6.1,6.3,7.5,9.2,9.5,7.3,8.3,8.9,7.1,7.1,8.6,9.8,9.4,8.8,9.2,9.0,8.9,9.2,9.9,5.1,6.8,5.2,6.1,6.8,8.3,7.5,9.5,5.2,9.5,5.7,9.6,9.6,9.4,5.6,8.4,7.9,8.7,7.4,5.1,9.7,6.8,5.9,8.7,6.6,8.0,5.1,5.4,7.9,6.9,,,,,,
20230853,Helena Pereira Martins,helena.pereira.martins@medicina.ficticio.edu,6.3,8.5,5.2,9.1,6.3,8.6,8.7,8.0,5.4,7.2,5.5,7.2,5.1,6.6,5.9,6.4,9.5,8.5,7.7,6.7,8.1,8.1,6.4,6.4,9.8,8.8,9.7,5.5,9.0,8.2,10.0,9.2,7.4,6.8,9.3,8.2,5.7,6.7,7.9,7.2,5.3,8.0,7.1,9.6,6.5,7.7,7.3,6.7,7.0,9.8,8.9,6.8,9.8,,,,,,
20230854,Fernanda Souza Gomes,fernanda.souza.gomes@medicina.ficticio.edu,6.6,7.5,8.0,9.0,8.1,8.8,7.1,6.0,7.4,8.5,7.6,9.5,5.1,8.1,8.7,8.7,8.7,7.8,9.4,6.6,6.4,7.6,6.6,8.2,7.7,7.9,8.2,5.9,7.4,5.6,8.1,7.7,7.7,9.5,5.1,9.8,6.1,9.3,8.3,7.3,9.8,7.5,9.3,8.2,7.6,9.5,5.2,5.9,6.8,6.3,8.8,5.4,7.6,,,,,,
20230855,Helena Almeida Almeida,helena.almeida.almeida@medicina.ficticio.edu,9.4,7.1,7.0,7.6,8.1,8.9,8.5,6.5,7.5,6.9,9.8,7.6,6.6,7.2,7.0,6.8,8.9,5.6,8.1,5.4,9.5,5.1,8.5,5.9,8.2,9.1,8.0,8.5,6.2,6.1,5.6,5.5,6.8,5.5,5.4,7.5,5.1,5.8,8.6,7.5,5.6,6.7,9.6,9.9,6.9,5.1,6.4,5.5,6.1,6.9,9.2,7.5,5.6,,,,,,
20230856,Olivia Santos Almeida,olivia.santos.almeida@medicina.ficticio.edu,6.0,6.5,8.9,8.5,9.8,5.1,8.0,5.2,7.5,7.4,5.3,8.4,8.8,9.0,6.5,9.0,9.6,9.2,5.4,7.9,8.7,9.9,5.7,5.5,6.3,6.0,8.2,9.1,9.0,9.3,9.5,6.6,5.2,9.7,7.5,5.8,6.2,5.9,8.6,5.6,9.2,5.7,5.8,9.7,9.3,9.2,7.7,6.0,5.8,6.1,8.7,5.0,6.3,,,,,,
20230857,Nicolas Souza Almeida,nicolas.souza.almeida@medicina.ficticio.edu,8.0,8.3,7.4,9.6,9.8,6.7,7.1,5.3,9.1,6.2,8.9,6.6,9.6,6.5,7.4,7.4,6.8,5.7,7.3,6.9,9.3,9.4,7.2,8.6,8.6,5.1,5.3,7.6,9.0,9.7,7.7,7.3,6.3,8.0,9.1,5.5,6.2,7.3,7.6,6.2,8.3,8.9,5.4,8.9,7.4,8.9,9.8,6.0,7.8,8.3,9.5,9.0,7.1,,,,,,
20230858,Pedro Silva Costa,pedro.silva.costa@medicina.ficticio.edu,8.5,6.1,9.9,8.8,6.0,9.6,9.6,8.7,8.9,5.7,8.9,6.6,8.3,7.8,6.7,7.1,6.7,6.5,8.3,8.7,8.8,5.8,6.0,7.9,9.2,6.8,9.5,8.8,7.2,7.0,5.1,5.4,9.9,9.7,6.6,6.5,5.5,8.8,5.8,9.0,6.5,9.2,6.2,8.4,10.0,5.6,7.5,8.8,7.4,7.8,7.9,8.6,8.0,,,,,,
20230859,Ursula Silva Almeida,ursula.silva.almeida@medicina.ficticio.edu,7.1,7.3,7.5,5.6,7.5,7.5,6.2,9.3,8.7,9.8,6.7,6.0,7.8,6.2,9.7,5.5,9.2,8.2,6.0,5.2,7.2,7.0,5.8,8.4,5.6,8.8,9.4,8.1,5.9,5.6,7.1,9.8,7.0,7.4,8.6,10.0,10.0,6.6,9.6,8.9,5.2,7.6,7.9,8.0,5.7,5.5,5.7,6.9,5.5,5.8,9.6,9.0,7.7,,,,,,
